Employee ID,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID.1,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
1104,16-Jun-19,,Production Technician I,Matthew West,sean.bernstein@bilearner.com,PYZ,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,General - Eng,14-09-1995,MA,Supervisor,Male,2072,Asian,Divorced,Fully Meets,3,1104,21-12-2022,1,4,2,11-Aug-22,Communication Skills,Internal,Completed,West Joel,Gloria Phillips,4,766.77
1105,08-Oct-20,04-Dec-22,Production Technician I,Mark Jacobs,shakira.perry@bilearner.com,PL,Voluntarily Terminated,Contract,Zone A,Full-Time,Voluntary,Others suggest generation budget large west real.,Production       ,General - Con,11-10-1948,MA,Technician,Female,2176,Hispanic,Single,Fully Meets,3,1105,15-02-2023,1,4,1,17-Jan-23,Technical Skills,Internal,Incomplete,Lake Heidi,Sarah Payne,4,172.19
1106,18-Aug-21,,Production Technician II,Isaac Long,michael j.fitzpatrick@bilearner.com,BPC,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Aerial,01-01-1995,MA,Lineman,Male,2143,Other,Single,Fully Meets,3,1106,31-01-2023,2,3,3,31-Oct-22,Project Management,Internal,Completed,Port Jacob,Amber Taylor,1,742.55
1107,16-Mar-20,,Production Technician II,Amanda Marshall,cybil.trzeciak@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Wireline Construction,09-02-1992,MA,Laborer,Female,1778,Other,Single,Fully Meets,3,1107,18-10-2022,4,5,1,26-Jan-23,Technical Skills,Internal,Failed,West Lisafort,Isaac Burke,2,231.28
1108,24-Jan-19,,Production Technician I,Danielle Jones,barry.wilber@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,18-04-1969,MA,Flagger,Male,2324,White,Married,Fully Meets,3,1108,24-07-2023,4,5,3,23-May-23,Customer Service,Internal,Completed,Ricardoberg,Shane Short,5,124.54
1109,11-Jun-22,25-Sep-22,Production Technician I,Timothy Moore,enola.chivukula@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Retirement,Large although outside technology office.,Production       ,Field Operations,01-10-1981,MA,Laborer,Female,1775,White,Divorced,Fully Meets,3,1109,16-10-2022,4,5,4,21-Jan-23,Leadership Development,External,Completed,South Ericburgh,Walter Frazier,5,898.37
1110,02-Jul-22,,Production Technician II,Joshua Vasquez,joelle.burke@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Con,05-05-1987,MA,Foreman,Female,2148,Asian,Single,Fully Meets,3,1110,23-02-2023,1,1,4,13-Oct-22,Customer Service,Internal,Passed,Webbmouth,Theodore Robles,2,764.36
1111,08-Sep-19,29-Aug-20,Production Technician I,Mark Hernandez,alexandra.kirill@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Retirement,Gun fly subject those. Must member financial.,Production       ,Splicing,31-05-1952,MA,Splicer,Female,2127,White,Widowed,Fully Meets,3,1111,11-05-2023,4,1,1,05-Dec-22,Project Management,Internal,Failed,Davilatown,Brendan Holmes,5,786.57
1112,10-Jul-22,,Production Technician I,Kristi Andrews,celeste.johnson@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Engineers,15-07-1975,MA,Project Manager,Female,84262,White,Single,Fully Meets,3,1112,06-07-2023,4,1,1,30-Sep-22,Communication Skills,Internal,Failed,Delgadoshire,Eric Davis,3,668.05
1113,24-Apr-22,,Production Technician I,Kenneth Carter,nathalia.hendrix@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,General - Con,03-09-1976,MA,Lineman,Female,31490,Asian,Divorced,Fully Meets,3,1113,09-04-2023,3,3,5,20-Jan-23,Technical Skills,External,Incomplete,Lake Eileenfurt,Brittany Jones,2,956.92
1114,31-Mar-20,,Production Technician I,John Smith,justus.bowen@bilearner.com,PL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,31-12-1960,MA,Laborer,Female,59522,Hispanic,Widowed,Fully Meets,3,1114,03-03-2023,1,3,3,25-Feb-23,Communication Skills,Internal,Incomplete,Jesusland,Darren Huynh,1,912.27
1115,23-Mar-19,,Production Technician I,Bradley Butler,marcus.bender@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Field Operations,19-02-1997,MA,Technician,Male,63452,Black,Widowed,Fully Meets,3,1115,11-03-2023,4,1,3,19-May-23,Customer Service,Internal,Incomplete,Aguirreland,Brenda Martinez,4,881.71
1116,09-Mar-19,12-Jul-23,Production Technician I,Ryan Jenkins,ryker.logan@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Voluntary,Maintain program process present knowledge PM.,Production       ,Field Operations,10-08-1984,MA,Clerk,Male,50055,White,Divorced,Fully Meets,3,1116,16-12-2022,3,4,4,16-May-23,Communication Skills,Internal,Incomplete,Kempmouth,Ms. Jeanette Webster DDS,4,557.68
1117,21-Feb-19,06-Mar-19,Production Technician I,Dennis Martinez,payten.middleton@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone C,Temporary,Resignation,Place impact which although.,Production       ,General - Con,23-08-1997,MA,Technician,Male,6139,Other,Divorced,Fully Meets,3,1117,29-07-2023,4,5,1,12-Jan-23,Communication Skills,Internal,Completed,Lake Emily,Ashley Jensen,4,271.68
1118,04-Oct-19,26-Nov-22,Production Technician I,Stephen Parks,harrison.hunt@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Retirement,Power picture early anyone.,Production       ,Engineers,29-02-1976,MA,Project Manager,Male,44761,Asian,Divorced,Fully Meets,3,1118,22-02-2023,1,5,3,16-Dec-22,Communication Skills,External,Completed,North Whitney,Patricia Morris,2,299.68
1119,24-Nov-19,20-Dec-20,Production Technician I,Brenda Garza DDS,orlando.henderson@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Involuntary,City mouth training radio Mrs.,Production       ,Field Operations,31-12-1994,MA,Laborer,Female,49105,White,Single,Fully Meets,3,1119,16-04-2023,4,4,5,08-Jul-23,Communication Skills,Internal,Incomplete,Kaylaburgh,John Williams,5,440.28
1120,17-Aug-20,,Production Technician I,Ms. Diane Bradshaw DVM,darian.potts@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,People Services,20-09-1968,MA,Administration,Female,24637,Black,Divorced,Fully Meets,3,1120,05-06-2023,3,3,4,10-Mar-23,Leadership Development,Internal,Incomplete,Swansonstad,Joshua Bell,4,553.83
1121,16-Mar-21,,Production Manager,Alyssa Gill,isabela.collins@bilearner.com,EW,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Aerial,29-05-1981,MA,Lineman,Female,87582,Hispanic,Widowed,Fully Meets,3,1121,21-01-2023,1,1,4,19-Sep-22,Leadership Development,Internal,Failed,Richardfurt,George Brown,1,428.9
1122,16-Nov-21,26-Aug-22,Production Manager,Miss Haley Duke DVM,sierra.macias@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Retirement,Food ball huge out simply according.,Production       ,General - Con,13-11-1975,MA,Technician,Female,35632,White,Married,Fully Meets,3,1122,04-12-2022,2,1,2,21-Jan-23,Communication Skills,Internal,Passed,Allentown,Jessica Hodges,3,444.4
1123,03-May-22,,Production Manager,Barbara Gardner,giuliana.farmer@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,06-11-1965,MA,Lineman,Female,38475,Other,Married,Fully Meets,3,1123,10-06-2023,2,3,1,31-Jan-23,Project Management,Internal,Completed,Port Misty,Robert Young,4,254.38
1124,24-Dec-19,11-Nov-22,Production Manager,Monique Hudson DDS,pierce.robbins@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Involuntary,Strategy fear tough wife here now.,Production       ,Engineers,17-06-1986,MA,Technician,Female,80817,Other,Married,Fully Meets,3,1124,27-02-2023,3,2,3,03-Nov-22,Communication Skills,Internal,Failed,Jennyport,Derek Harrell,1,256.21
1125,21-Oct-21,,Production Technician II,Angela Peterson,lamont.bridges@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Aerial,05-05-1991,MA,Lineman,Male,10511,Hispanic,Married,Fully Meets,3,1125,17-03-2023,4,3,4,14-Dec-22,Communication Skills,Internal,Incomplete,New Gregory,Darren Mccarthy,2,756.19
1126,08-Sep-18,06-Mar-20,Production Technician II,Tony Pratt,gretchen.richard@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,Feeling usually west peace money political the.,Production       ,Engineers,27-10-1959,MA,Engineer,Male,6305,White,Divorced,Fully Meets,3,1126,23-04-2023,3,3,2,29-Jul-23,Technical Skills,Internal,Failed,North Benjaminstad,William Farrell,4,500.45
1127,26-Feb-19,,Production Technician II,Keith Lyons,axel.hart@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,28-03-2001,MA,Technician,Male,33576,White,Married,Fully Meets,3,1127,27-01-2023,5,1,3,04-Sep-22,Communication Skills,External,Incomplete,New Waynehaven,Melissa Miles,2,500.83
1128,21-Apr-23,,Production Technician II,Kevin Calderon,emma.escobar@bilearner.com,BPC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,20-06-1957,MA,Technician,Female,12707,Hispanic,Married,Fully Meets,3,1128,18-02-2023,4,2,4,17-May-23,Communication Skills,Internal,Incomplete,New Cory,James Perez,1,773.8
1129,19-Sep-19,23-Oct-21,Production Technician II,Laura Reid,maximilian.craig@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Resignation,Mission media writer cell.,Production       ,Field Operations,17-05-1956,MA,Tower Hand,Female,73131,Other,Married,Fully Meets,3,1129,31-10-2022,1,1,1,11-Sep-22,Technical Skills,Internal,Passed,Ashleyton,Chad Mccall,2,768.06
1130,23-Dec-20,,Production Technician I,Stacey Fowler,erik.padilla@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Technology / It,17-02-1997,MA,Intern,Female,37659,Hispanic,Divorced,Fully Meets,3,1130,07-05-2023,1,5,4,09-Nov-22,Leadership Development,External,Completed,Bellport,Mr. Brandon Turner,3,777.7
1131,29-Mar-19,,Production Technician I,Stephen Hebert,gilbert.duffy@bilearner.com,EW,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Splicing,22-03-1995,MA,Operator,Female,48502,Black,Single,Fully Meets,3,1131,11-05-2023,4,4,4,31-Mar-23,Customer Service,Internal,Incomplete,Garnerhaven,Benjamin Briggs,2,943.05
1132,15-May-21,03-May-23,Production Technician I,James Burgess,raymond.ayers@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Involuntary,Note claim hundred central bad.,Production       ,Aerial,04-11-1963,MA,Laborer,Female,88428,Hispanic,Widowed,Fully Meets,3,1132,15-07-2023,1,5,5,27-Sep-22,Communication Skills,Internal,Passed,Robertsburgh,Amber Harris MD,4,475.91
1133,14-Mar-22,02-Oct-22,Production Technician I,Jordan Robinson,vincent.wyatt@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Voluntary,Field year certainly data sense table yes.,Production       ,Aerial,20-11-1949,MA,Engineer,Female,95347,Hispanic,Married,Fully Meets,3,1133,15-06-2023,1,2,4,19-Aug-22,Customer Service,External,Passed,Blakeshire,Richard Ross,3,107.14
1134,06-Dec-21,08-Jan-22,Production Technician I,Matthew Baker,micah.stanley@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,For majority down.,Production       ,General - Con,07-09-1996,MA,Technician,Female,80920,Asian,Single,Fully Meets,3,1134,29-12-2022,4,1,2,09-Dec-22,Communication Skills,External,Passed,Robertshire,Carolyn Deleon,1,271.49
1135,27-Oct-21,,Production Technician I,Anita Dudley,evan.chen@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Engineers,30-08-1964,MA,Principal,Male,7440,Other,Widowed,Fully Meets,3,1135,23-02-2023,5,4,4,22-Mar-23,Project Management,Internal,Passed,West Caitlinport,Andrew Jordan,2,524.23
1136,01-Apr-23,,Production Technician I,Marilyn Cook,serenity.thornton@bilearner.com,SVG,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,27-03-1946,MA,Driver,Male,84202,Other,Divorced,Fully Meets,3,1136,09-04-2023,2,5,2,25-Dec-22,Customer Service,External,Completed,Brittanyberg,Danny Smith,3,535.88
1137,29-May-19,,Production Technician I,Brian Hamilton,talan.rivas@bilearner.com,EW,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,28-02-1954,MA,Laborer,Male,3187,Black,Single,Fully Meets,3,1137,12-11-2022,3,3,5,09-Sep-22,Communication Skills,Internal,Passed,Rothville,Monique Williams DVM,5,270.92
1138,12-Jul-19,12-Jul-22,Production Technician I,David Park,calvin.braun@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Involuntary,It stay center free vote.,Production       ,General - Eng,02-08-1983,MA,Coordinator,Male,2766,Black,Divorced,Fully Meets,3,1138,19-10-2022,4,5,1,10-Sep-22,Customer Service,Internal,Failed,Cohenmouth,Stacy Fisher,4,155.14
1139,10-Aug-18,21-Feb-22,Production Technician I,Victoria Campbell,cale.bender@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Involuntary,Most could result else think this window.,Production       ,Splicing,11-04-1953,MA,Technician,Male,75014,Hispanic,Married,Fully Meets,3,1139,27-08-2022,2,4,2,01-Oct-22,Customer Service,External,Completed,Port Brandon,Stephanie Hill,1,930.06
1140,29-Sep-21,,Production Technician I,Anthony Steele,kirsten.vance@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Engineers,11-08-1988,MA,Engineer,Female,53486,Black,Single,Fully Meets,3,1140,04-05-2023,5,3,2,27-Sep-22,Customer Service,Internal,Passed,West Michael,Shawn Martin,1,949.81
1141,05-Aug-21,,Production Technician I,Terry Henson,cade.cox@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Field Operations,14-08-1941,MA,Locator,Female,73898,Black,Divorced,Fully Meets,3,1141,26-12-2022,5,5,2,17-May-23,Technical Skills,Internal,Incomplete,Josephport,Ellen Anderson,1,635.31
1142,02-Aug-23,,Production Manager,Katie Lucas,ibrahim.wolfe@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Project Management - Con,10-11-1992,MA,Coordinator,Female,89723,Asian,Married,Fully Meets,3,1142,21-06-2023,4,4,4,17-Jul-23,Leadership Development,External,Completed,Mistyton,Molly Scott,3,675.04
1143,02-Sep-18,28-Jul-21,Production Manager,Margaret Gamble,elianna.schmitt@bilearner.com,PL,Active,Contract,Zone A,Full-Time,Resignation,Year total care thousand what each.,Production       ,Field Operations,20-06-1942,MA,Lineman,Female,46695,Hispanic,Widowed,Fully Meets,3,1143,13-12-2022,2,4,2,20-Dec-22,Customer Service,Internal,Failed,Geraldmouth,Scott Nelson,3,563.38
1144,13-Oct-19,,Production Manager,Heidi Wang,colby.wolfe@bilearner.com,BPC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Wireline Construction,16-04-1963,MA,Project Manager,Female,12711,Asian,Single,Fully Meets,3,1144,03-11-2022,5,3,2,10-Jan-23,Communication Skills,External,Completed,Cherylland,Nicholas Thompson,4,750.25
1145,24-Sep-20,,Production Technician II,David Moore,autumn.barrera@bilearner.com,TNS,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Shop (Fleet),04-03-1948,MA,Shop,Male,66792,Hispanic,Married,Fully Meets,3,1145,24-10-2022,3,3,4,15-Nov-22,Technical Skills,Internal,Incomplete,North Madelineville,Teresa Lee,2,401.53
1146,06-Aug-23,,Production Technician II,Richard Harvey,emmalee.cervantes@bilearner.com,SVG,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Field Operations,10-11-1963,MA,Groundman,Male,81317,Hispanic,Divorced,Fully Meets,3,1146,21-09-2022,3,2,2,28-Jun-23,Technical Skills,External,Failed,East Elizabeth,Andrew Hendricks,3,894.88
1147,11-Jun-19,27-Feb-22,Production Technician II,Lisa Shaw,ernest.willis@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Involuntary,By small force myself team industry.,Production       ,General - Con,30-09-1943,MA,Lineman,Female,50894,Black,Single,Fully Meets,3,1147,19-03-2023,1,3,5,25-Jan-23,Leadership Development,Internal,Failed,Lake Dianeton,Ms. Diamond Knox,2,247.58
1148,14-Feb-19,,Production Technician II,Christopher Adams,jaxon.anderson@bilearner.com,PL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Wireline Construction,22-06-1943,MA,Project Manager,Female,22415,Black,Married,Fully Meets,3,1148,02-04-2023,4,1,3,01-Sep-22,Communication Skills,External,Passed,West Danieltown,Tamara Lee,3,529.0
1149,17-Mar-22,,Production Technician II,Brittany Brown,precious.caldwell@bilearner.com,NEL,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,17-09-1941,MA,Locator,Female,5855,Asian,Married,Fully Meets,3,1149,03-11-2022,3,2,5,31-Jul-23,Leadership Development,External,Failed,East Nicolefort,Michael Roberts,5,483.99
1150,05-Aug-20,,Production Technician I,Riley Schultz,yahir.serrano@bilearner.com,MSC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Aerial,03-04-1981,MA,Lineman,Female,64124,White,Single,Fully Meets,3,1150,28-12-2022,3,4,4,03-Jun-23,Project Management,External,Incomplete,Simmonston,Heather Murillo,5,797.35
1151,23-Aug-22,,Production Technician I,Bradley Mitchell,krystal.peterson@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,29-06-1978,MA,Laborer,Male,2497,Asian,Widowed,Fully Meets,3,1151,12-12-2022,5,3,1,19-Dec-22,Project Management,External,Passed,New Ronald,Christopher Perry,4,707.59
1152,12-Jan-23,,Production Technician I,Misty Mcknight,jadyn.haley@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Engineers,02-10-1963,MA,Engineer,Female,36242,Other,Divorced,Fully Meets,3,1152,14-12-2022,1,1,5,29-Mar-23,Customer Service,External,Incomplete,Taraland,Kelly Golden,2,564.48
1153,14-Apr-20,10-Sep-21,Production Technician I,Brian Hudson,davis.roberts@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone A,Temporary,Resignation,Ok though floor sense want future.,Production       ,Field Operations,20-10-1941,MA,Laborer,Female,87428,Asian,Divorced,Fully Meets,3,1153,28-02-2023,3,4,2,02-Dec-22,Communication Skills,Internal,Failed,Jesusmouth,Kyle Hernandez,4,555.35
1154,27-Sep-21,05-Feb-23,Production Technician I,Andrew Perez,meadow.avery@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Retirement,Leader above room hand collection imagine.,Production       ,Field Operations,01-11-1987,MA,Laborer,Female,76772,White,Married,Fully Meets,3,1154,09-06-2023,1,3,2,12-Aug-22,Customer Service,Internal,Incomplete,West Sandra,Danielle Decker,3,338.48
1155,17-Nov-18,12-Mar-20,Production Technician I,Kimberly Marshall,allyson.owen@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone A,Temporary,Resignation,Provide machine statement now.,Production       ,Finance & Accounting,06-11-1951,MA,Clerk,Female,21218,Other,Married,Fully Meets,3,1155,25-08-2022,2,3,1,10-Sep-22,Technical Skills,Internal,Failed,Port Peggyberg,Michael Price,1,339.01
1156,22-Jul-19,28-Feb-23,Production Technician I,Ashley Washington,francisco.simon@bilearner.com,PL,Voluntarily Terminated,Contract,Zone A,Full-Time,Voluntary,Science available hard.,Production       ,Billable Consultants,20-04-1980,MA,Project Manager,Male,94316,Hispanic,Married,Fully Meets,3,1156,12-05-2023,1,5,2,04-Sep-22,Customer Service,Internal,Incomplete,North Kayla,Michael Williams,5,939.49
1157,10-Feb-19,,Production Technician I,Kristen Chan,trent.christian@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Wireline Construction,18-03-1996,MA,Manager,Male,39746,Hispanic,Married,Fully Meets,3,1157,06-06-2023,1,4,2,11-Oct-22,Technical Skills,External,Passed,Jamiestad,Jeffery Brown,1,276.47
1158,22-Nov-18,19-Jul-20,Production Technician I,Sean Ellis,chaya.boyd@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Resignation,Himself final success these or card strategy.,Production       ,Field Operations,04-07-1958,MA,Technician,Male,96001,Asian,Widowed,Fully Meets,3,1158,17-03-2023,2,4,4,14-Sep-22,Customer Service,External,Completed,South Stephen,Grant Rodriguez,3,154.71
1159,23-Apr-23,,Production Technician I,Jennifer Cox,nehemiah.rivas@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Splicing,03-06-1979,MA,Splicer,Male,62733,Other,Divorced,Fully Meets,3,1159,18-02-2023,1,2,4,27-Dec-22,Leadership Development,External,Failed,Diazside,Mrs. Elizabeth Murray DDS,3,674.24
1160,26-Dec-22,23-May-23,Production Technician I,Kevin Coleman,wyatt.spence@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Retirement,Help economic analysis campaign young leg.,Production       ,General - Con,10-09-1976,MA,Flagger,Female,66418,Asian,Single,Fully Meets,3,1160,20-08-2022,4,2,3,07-Nov-22,Leadership Development,External,Failed,Lake Nancyshire,Susan Myers,2,137.96
1161,14-Jun-20,,Production Technician I,Brian Henderson,abram.fisher@bilearner.com,PYZ,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Yard (Material Handling),30-08-1954,MA,Runner,Female,78453,Other,Widowed,Fully Meets,3,1161,09-04-2023,3,4,4,13-Nov-22,Technical Skills,Internal,Passed,Port Charleneborough,Jeffrey Hester,5,926.85
1162,29-Mar-22,20-May-23,Production Technician I,Alyssa Myers DVM,jayleen.oconnell@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Resignation,For law simple design entire while.,Production       ,General - Con,17-08-1983,MA,Laborer,Female,85444,Asian,Widowed,Fully Meets,3,1162,05-10-2022,3,3,2,02-Sep-22,Communication Skills,External,Incomplete,Port Michelle,Jose Boyd,1,846.55
1163,18-Dec-22,,Production Manager,Julie Griffin,jordon.meadows@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Project Management - Con,07-02-1996,MA,Manager,Female,93166,White,Divorced,Fully Meets,3,1163,14-12-2022,1,2,3,23-Feb-23,Communication Skills,External,Passed,Wrightfort,Robin Morgan,3,734.77
1164,21-Mar-19,,Production Manager,Curtis Fitzpatrick,justice.pineda@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,General - Sga,25-10-1950,MA,Project Coordinator,Female,12732,Other,Married,Fully Meets,3,1164,23-10-2022,5,5,5,01-Mar-23,Technical Skills,Internal,Incomplete,New Juanville,Anne Goodman,3,315.09
1165,08-Feb-21,,Production Manager,Elizabeth Garcia,isiah.decker@bilearner.com,BPC,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,09-09-1998,MA,Laborer,Female,48895,Other,Widowed,Fully Meets,3,1165,09-01-2023,3,3,1,27-Sep-22,Communication Skills,Internal,Passed,Nguyenberg,Carlos Wilson,3,686.05
1166,06-Jun-22,,Production Technician II,Michelle Castillo,giada.boone@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,13-01-1965,MA,Foreman,Male,73043,Other,Married,Fully Meets,3,1166,27-02-2023,2,1,4,10-Aug-22,Communication Skills,External,Passed,New Claytonville,Christina Waters,4,942.51
1167,01-Nov-21,,Production Technician II,Caroline Grant,camryn.guerra@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,01-09-1955,MA,Laborer,Female,69064,Other,Single,Fully Meets,3,1167,22-05-2023,2,3,4,23-Feb-23,Project Management,Internal,Failed,Nicolechester,Paul James,4,782.82
1168,19-Jan-23,,Production Technician II,Mark Ellis,melody.rollins@bilearner.com,PL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Field Operations,10-01-1951,MA,Assistant,Female,85041,White,Married,Fully Meets,3,1168,28-08-2022,2,2,2,02-Sep-22,Project Management,Internal,Failed,Port Dawn,Austin Gonzalez,1,370.64
1169,30-Jul-20,,Production Technician II,Mrs. Danielle Dickerson DDS,lucia.cummings@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Field Operations,15-09-1960,MA,Operator,Female,66037,Asian,Single,Fully Meets,3,1169,03-08-2023,1,3,2,30-Jun-23,Technical Skills,Internal,Incomplete,Eduardostad,Joshua Salas,1,487.66
1170,16-Jul-23,,Production Technician II,Stacy Ellis,jaylen.serrano@bilearner.com,CCDR,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Underground,18-07-1951,MA,Laborer,Female,53112,Black,Single,Fully Meets,3,1170,05-02-2023,1,5,4,04-Aug-23,Communication Skills,External,Incomplete,Christopherport,Andrew Wright,1,179.85
1171,16-Jun-22,,Production Technician I,Hannah Bailey,jayson.bright@bilearner.com,SVG,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,24-07-1953,MA,Laborer,Female,93320,Hispanic,Single,Fully Meets,3,1171,24-06-2023,4,1,4,07-Sep-22,Project Management,Internal,Completed,Perryside,Amanda Richardson,1,294.74
1172,13-Jun-21,27-May-22,Production Technician I,Charles Rogers,carlie.wilkerson@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Voluntary,Truth game down which.,Production       ,Engineers,20-05-1952,MA,Engineer,Male,39849,Asian,Married,Fully Meets,3,1172,19-06-2023,1,3,2,30-Mar-23,Communication Skills,External,Passed,North Christina,Jessica Odom,5,202.09
1173,14-Nov-20,01-Nov-21,Production Technician I,Christine Foster,kaylyn.patrick@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Resignation,Sure trip sound action.,Production       ,Isp,30-01-1968,MA,Manager,Female,38596,White,Widowed,Fully Meets,3,1173,16-06-2023,5,5,2,09-Feb-23,Customer Service,Internal,Passed,Brownington,Penny Stevenson,4,901.42
1174,16-Jun-20,13-Mar-23,Production Technician I,Tyler Brown,evie.pope@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone C,Temporary,Resignation,Treatment power card almost pretty sister.,Production       ,Field Operations,10-12-1973,MA,Construction Manager,Female,31731,Other,Widowed,Fully Meets,3,1174,06-03-2023,2,1,5,12-May-23,Project Management,External,Incomplete,North Angelahaven,Cindy King,3,454.23
1175,20-Dec-18,24-Dec-20,Production Technician I,Holly Nichols,nayeli.kelley@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Voluntary,Reduce subject positive war score interesting.,Production       ,Catv,04-08-1996,MA,Laborer,Female,38710,Asian,Divorced,Fully Meets,3,1175,22-04-2023,2,1,2,04-Jan-23,Project Management,Internal,Passed,Duffyport,Richard Adkins,3,460.39
1176,29-Oct-22,,Production Technician I,Jennifer Phillips,krista.franco@bilearner.com,MSC,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Engineers,27-12-1960,MA,Project Manager,Female,7184,White,Married,Fully Meets,3,1176,17-10-2022,2,2,5,14-Feb-23,Leadership Development,Internal,Completed,East Karen,Jessica Taylor,2,644.72
